% randomly generated dataset
@relation soybean
@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}
@data
august,normal,norm,norm,no,same-lst-yr,whole-field,?,?,lt-80,norm,abnorm,yellow-halos,dna,gt-1/8,absent,absent,upper-surf,norm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,norm,?,abnorm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,?,none,80-89,norm,abnorm,absent,dna,gt-1/8,absent,?,?,abnorm,?,above-sec-nde,dna,present,absent,absent,none,absent,?,colored,norm,absent,absent,norm,absent,norm,rhizoctonia-root-rot
may,normal,gt-norm,norm,yes,diff-lst-year,whole-field,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,?,?,absent,norm,yes,above-sec-nde,dna,?,absent,absent,none,absent,norm,colored,norm,absent,present,norm,absent,rotted,diaporthe-stem-canker
august,normal,?,lt-norm,no,diff-lst-year,whole-field,?,fungicide,80-89,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,?,abnorm,yes,above-soil,dk-brown-blk,?,absent,absent,none,?,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,?,?,?,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,yes,below-soil,dna,present,absent,absent,none,absent,diseased,absent,norm,absent,absent,?,present,norm,frog-eye-leaf-spot
august,normal,?,gt-norm,yes,same-lst-sev-yrs,whole-field,minor,none,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,?,?,absent,upper-surf,norm,yes,above-sec-nde,tan,absent,absent,absent,brown,absent,norm,absent,norm,present,?,norm,absent,norm,purple-seed-stain
august,lt-normal,norm,lt-norm,yes,?,upper-areas,pot-severe,?,90-100,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,present,absent,abnorm,yes,above-sec-nde,dk-brown-blk,?,absent,absent,none,absent,dna,colored,norm,present,absent,norm,absent,norm,powdery-mildew
october,lt-normal,gt-norm,gt-norm,?,same-lst-two-yrs,low-areas,?,none,80-89,norm,abnorm,no-yellow-halos,no-w-s-marg,dna,absent,absent,absent,abnorm,yes,absent,?,?,absent,absent,brown,absent,?,absent,norm,absent,absent,lt-norm,absent,norm,frog-eye-leaf-spot
august,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,lt-80,abnorm,abnorm,absent,dna,gt-1/8,present,absent,absent,norm,yes,absent,dk-brown-blk,absent,absent,?,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,rhizoctonia-root-rot
september,?,gt-norm,lt-norm,?,same-lst-yr,upper-areas,pot-severe,none,lt-80,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,absent,dna,?,watery,absent,none,present,norm,?,abnorm,absent,?,norm,absent,rotted,phyllosticta-leaf-spot
august,normal,gt-norm,gt-norm,no,diff-lst-year,whole-field,?,fungicide,lt-80,abnorm,norm,no-yellow-halos,dna,gt-1/8,present,absent,absent,norm,no,absent,dna,present,absent,absent,none,absent,norm,dna,norm,absent,absent,?,absent,rotted,alternarialeaf-spot
july,normal,norm,norm,yes,same-lst-yr,low-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,brown-w/blk-specks,?,absent,absent,norm,present,norm,bacterial-pustule
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,dna,norm,?,absent,norm,absent,norm,powdery-mildew
october,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,90-100,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,colored,norm,absent,absent,?,absent,norm,rhizoctonia-root-rot
july,lt-normal,norm,lt-norm,yes,diff-lst-year,low-areas,pot-severe,none,lt-80,abnorm,abnorm,no-yellow-halos,dna,dna,absent,?,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,brown,absent,norm,?,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,minor,none,90-100,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,?,absent,?,absent,?,?,none,absent,norm,absent,abnorm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,normal,norm,gt-norm,yes,diff-lst-year,low-areas,minor,?,?,?,abnorm,no-yellow-halos,?,lt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,dna,norm,absent,?,norm,present,norm,charcoal-rot
june,normal,lt-norm,norm,no,same-lst-yr,whole-field,pot-severe,?,80-89,norm,abnorm,no-yellow-halos,?,lt-1/8,absent,absent,absent,abnorm,?,above-sec-nde,brown,absent,absent,absent,none,absent,dna,colored,norm,absent,absent,norm,?,norm,phytophthora-rot
october,normal,gt-norm,gt-norm,yes,same-lst-yr,upper-areas,?,none,80-89,norm,abnorm,absent,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,brown-spot
october,normal,norm,gt-norm,yes,same-lst-sev-yrs,scattered,minor,?,80-89,norm,norm,?,dna,dna,?,absent,absent,norm,yes,below-soil,tan,absent,absent,absent,none,absent,norm,absent,abnorm,absent,absent,lt-norm,?,galls-cysts,bacterial-blight
august,normal,gt-norm,norm,?,same-lst-yr,upper-areas,pot-severe,?,?,abnorm,norm,absent,w-s-marg,?,absent,absent,absent,norm,yes,above-sec-nde,?,absent,firm-and-dry,absent,none,?,diseased,absent,norm,absent,absent,lt-norm,absent,rotted,anthracnose
july,normal,gt-norm,lt-norm,?,same-lst-yr,upper-areas,pot-severe,none,80-89,norm,norm,absent,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,absent,brown,absent,firm-and-dry,absent,black,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
october,lt-normal,lt-norm,gt-norm,?,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,dna,?,absent,absent,?,norm,yes,absent,brown,?,absent,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,alternarialeaf-spot
august,normal,norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,?,80-89,norm,abnorm,no-yellow-halos,dna,gt-1/8,?,present,absent,norm,?,absent,brown,absent,absent,absent,brown,absent,norm,dna,?,absent,absent,?,?,norm,phytophthora-rot
september,normal,norm,gt-norm,yes,same-lst-sev-yrs,scattered,minor,none,lt-80,norm,abnorm,absent,dna,dna,absent,absent,absent,norm,yes,absent,dna,?,?,absent,none,absent,norm,colored,abnorm,?,absent,norm,absent,?,downy-mildew
september,normal,?,norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,80-89,abnorm,norm,absent,dna,lt-1/8,absent,absent,absent,norm,yes,absent,tan,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,?,absent,norm,brown-stem-rot
june,normal,gt-norm,norm,yes,same-lst-sev-yrs,scattered,?,none,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,dna,absent,?,?,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,diseased,colored,abnorm,absent,absent,?,absent,norm,anthracnose
july,normal,lt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,diseased,absent,norm,absent,absent,norm,absent,norm,2-4-d-injury
september,normal,gt-norm,norm,no,same-lst-two-yrs,whole-field,minor,fungicide,80-89,abnorm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,?,absent,abnorm,?,absent,norm,absent,norm,brown-spot
july,lt-normal,gt-norm,norm,yes,?,whole-field,minor,fungicide,lt-80,norm,abnorm,?,dna,dna,?,absent,absent,norm,yes,absent,dna,absent,absent,?,none,absent,norm,absent,?,absent,absent,norm,absent,norm,bacterial-blight
september,lt-normal,gt-norm,lt-norm,yes,same-lst-yr,whole-field,pot-severe,?,80-89,abnorm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,?,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,?,norm,phytophthora-rot
september,lt-normal,gt-norm,lt-norm,?,same-lst-yr,whole-field,pot-severe,none,?,abnorm,abnorm,?,dna,gt-1/8,absent,absent,absent,abnorm,no,absent,dna,present,absent,?,?,absent,norm,absent,norm,present,absent,norm,absent,rotted,alternarialeaf-spot
may,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,?,90-100,norm,abnorm,absent,w-s-marg,gt-1/8,?,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,norm,colored,norm,present,absent,norm,absent,rotted,downy-mildew
august,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,?,norm,abnorm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,above-soil,dna,absent,absent,absent,none,absent,norm,?,norm,absent,absent,?,absent,norm,phytophthora-rot
june,lt-normal,gt-norm,lt-norm,?,same-lst-sev-yrs,scattered,minor,none,?,norm,norm,no-yellow-halos,?,?,absent,absent,absent,abnorm,yes,absent,dna,absent,absent,?,none,absent,diseased,absent,norm,absent,?,norm,?,norm,frog-eye-leaf-spot
october,?,gt-norm,norm,yes,same-lst-two-yrs,scattered,pot-severe,?,80-89,norm,norm,no-yellow-halos,w-s-marg,dna,present,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,?,absent,absent,lt-norm,?,norm,brown-spot
september,lt-normal,gt-norm,norm,no,same-lst-sev-yrs,low-areas,pot-severe,?,80-89,abnorm,abnorm,no-yellow-halos,?,dna,absent,absent,absent,?,?,above-sec-nde,dna,absent,absent,absent,none,absent,norm,?,?,absent,absent,norm,absent,norm,rhizoctonia-root-rot
?,?,norm,lt-norm,yes,diff-lst-year,scattered,minor,?,lt-80,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,no,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,norm,brown-spot
august,normal,norm,norm,yes,same-lst-yr,whole-field,?,?,90-100,abnorm,abnorm,?,w-s-marg,gt-1/8,present,absent,absent,norm,yes,?,dna,?,firm-and-dry,absent,?,absent,few-present,colored,norm,?,absent,norm,absent,norm,brown-stem-rot
june,normal,gt-norm,lt-norm,no,diff-lst-year,upper-areas,minor,?,80-89,norm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,?,absent,dna,absent,absent,absent,none,absent,norm,dna,abnorm,absent,present,norm,absent,norm,brown-stem-rot
september,normal,gt-norm,gt-norm,?,same-lst-yr,upper-areas,minor,none,lt-80,norm,abnorm,absent,dna,gt-1/8,absent,absent,lower-surf,norm,yes,absent,dna,absent,firm-and-dry,?,none,absent,norm,colored,norm,absent,absent,lt-norm,?,norm,purple-seed-stain
may,?,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,none,lt-80,abnorm,abnorm,absent,w-s-marg,dna,absent,absent,absent,abnorm,?,above-soil,dk-brown-blk,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,?,?,norm,frog-eye-leaf-spot
may,normal,gt-norm,gt-norm,yes,diff-lst-year,whole-field,?,none,90-100,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,yes,absent,tan,present,absent,absent,none,absent,diseased,colored,norm,absent,absent,lt-norm,?,rotted,phytophthora-rot
july,normal,norm,norm,?,same-lst-sev-yrs,low-areas,?,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,?,above-soil,dk-brown-blk,absent,absent,absent,brown,absent,?,absent,abnorm,absent,absent,lt-norm,absent,norm,frog-eye-leaf-spot
june,lt-normal,gt-norm,norm,yes,?,low-areas,minor,other,lt-80,abnorm,abnorm,?,dna,gt-1/8,absent,absent,absent,abnorm,yes,absent,?,absent,firm-and-dry,absent,none,absent,norm,?,norm,absent,?,norm,absent,norm,cyst-nematode
august,lt-normal,gt-norm,gt-norm,yes,?,low-areas,?,?,80-89,abnorm,abnorm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,firm-and-dry,absent,none,absent,?,dna,?,absent,absent,norm,absent,norm,diaporthe-stem-canker
june,lt-normal,gt-norm,norm,?,same-lst-yr,low-areas,minor,none,80-89,norm,norm,no-yellow-halos,dna,gt-1/8,absent,absent,absent,norm,yes,absent,dk-brown-blk,present,firm-and-dry,absent,none,absent,norm,dna,abnorm,absent,absent,norm,absent,?,frog-eye-leaf-spot
october,normal,lt-norm,norm,yes,same-lst-sev-yrs,upper-areas,minor,fungicide,lt-80,abnorm,abnorm,no-yellow-halos,w-s-marg,?,?,?,absent,abnorm,yes,below-soil,dk-brown-blk,absent,absent,absent,none,absent,diseased,dna,norm,absent,absent,norm,absent,norm,brown-spot
august,lt-normal,norm,norm,no,diff-lst-year,scattered,pot-severe,?,80-89,norm,abnorm,no-yellow-halos,dna,?,?,absent,absent,abnorm,yes,absent,dna,absent,absent,absent,none,absent,diseased,absent,abnorm,absent,absent,norm,?,norm,frog-eye-leaf-spot
june,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,?,abnorm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,?,absent,absent,norm,yes,absent,dna,present,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,anthracnose
june,lt-normal,gt-norm,gt-norm,?,same-lst-sev-yrs,whole-field,minor,fungicide,?,abnorm,norm,absent,w-s-marg,gt-1/8,present,absent,?,norm,yes,?,tan,?,absent,absent,?,absent,?,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
april,normal,gt-norm,gt-norm,no,diff-lst-year,scattered,pot-severe,none,90-100,abnorm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,absent,?,absent,?,norm,absent,rotted,anthracnose
july,normal,lt-norm,gt-norm,no,same-lst-yr,whole-field,pot-severe,?,?,abnorm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,abnorm,no,above-sec-nde,dna,present,absent,?,none,absent,norm,colored,?,absent,absent,norm,present,norm,alternarialeaf-spot
may,lt-normal,gt-norm,norm,?,same-lst-yr,low-areas,pot-severe,fungicide,80-89,norm,abnorm,absent,w-s-marg,dna,absent,absent,?,norm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,?,absent,norm,present,absent,norm,?,norm,anthracnose
july,lt-normal,gt-norm,norm,no,same-lst-two-yrs,scattered,pot-severe,fungicide,?,norm,abnorm,yellow-halos,w-s-marg,gt-1/8,present,absent,?,norm,no,absent,dna,?,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,rotted,frog-eye-leaf-spot
august,normal,gt-norm,norm,yes,same-lst-two-yrs,whole-field,pot-severe,fungicide,lt-80,norm,abnorm,absent,w-s-marg,gt-1/8,present,?,absent,norm,yes,above-sec-nde,brown,?,?,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,normal,gt-norm,?,yes,?,scattered,minor,none,80-89,norm,abnorm,yellow-halos,dna,dna,absent,absent,absent,norm,yes,absent,?,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,norm,anthracnose
july,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,other,90-100,abnorm,abnorm,absent,?,gt-1/8,absent,absent,absent,norm,yes,absent,tan,?,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,absent,absent,?,absent,norm,alternarialeaf-spot
october,normal,gt-norm,norm,?,same-lst-sev-yrs,low-areas,pot-severe,none,lt-80,abnorm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,absent,absent,norm,yes,?,tan,present,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,diaporthe-pod-&-stem-blight
june,normal,gt-norm,norm,yes,same-lst-two-yrs,scattered,pot-severe,none,80-89,abnorm,abnorm,absent,w-s-marg,?,absent,absent,absent,abnorm,yes,absent,dna,absent,firm-and-dry,absent,none,absent,norm,dna,?,absent,absent,norm,absent,rotted,anthracnose
september,?,lt-norm,norm,no,same-lst-yr,scattered,minor,none,80-89,norm,abnorm,?,w-s-marg,dna,?,absent,absent,abnorm,yes,absent,dk-brown-blk,absent,absent,absent,none,absent,diseased,?,norm,absent,absent,norm,absent,norm,cyst-nematode
october,normal,gt-norm,norm,no,same-lst-sev-yrs,upper-areas,minor,?,80-89,abnorm,abnorm,no-yellow-halos,no-w-s-marg,lt-1/8,absent,absent,?,norm,?,above-sec-nde,dna,absent,absent,?,none,?,norm,absent,norm,?,absent,norm,absent,norm,purple-seed-stain
september,normal,norm,gt-norm,no,same-lst-two-yrs,upper-areas,pot-severe,fungicide,?,norm,abnorm,absent,dna,dna,absent,absent,absent,norm,?,absent,dk-brown-blk,absent,absent,absent,none,absent,diseased,dna,norm,absent,present,norm,absent,?,brown-spot
october,normal,lt-norm,gt-norm,yes,diff-lst-year,low-areas,minor,?,lt-80,?,abnorm,no-yellow-halos,w-s-marg,dna,?,absent,?,norm,yes,above-sec-nde,brown,absent,absent,absent,none,present,diseased,?,?,present,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,gt-norm,gt-norm,no,same-lst-two-yrs,low-areas,pot-severe,fungicide,?,norm,norm,absent,w-s-marg,gt-1/8,?,absent,absent,norm,yes,below-soil,dk-brown-blk,absent,absent,?,none,absent,norm,absent,?,absent,?,?,absent,norm,frog-eye-leaf-spot
september,?,gt-norm,gt-norm,no,same-lst-two-yrs,whole-field,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,?,absent,norm,dna,norm,absent,present,norm,absent,norm,brown-spot
july,lt-normal,gt-norm,norm,?,same-lst-yr,whole-field,pot-severe,other,90-100,norm,abnorm,no-yellow-halos,no-w-s-marg,gt-1/8,absent,?,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,diseased,absent,?,?,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,minor,?,80-89,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,absent,abnorm,yes,above-soil,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
june,normal,lt-norm,norm,?,?,scattered,pot-severe,?,80-89,abnorm,abnorm,absent,dna,dna,absent,present,absent,norm,yes,?,dna,absent,absent,absent,?,present,?,absent,abnorm,absent,?,norm,?,norm,alternarialeaf-spot
august,normal,gt-norm,gt-norm,yes,same-lst-yr,whole-field,pot-severe,none,90-100,norm,abnorm,absent,w-s-marg,gt-1/8,?,absent,lower-surf,abnorm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-stem-rot
july,lt-normal,?,norm,no,same-lst-two-yrs,scattered,severe,other,lt-80,abnorm,abnorm,no-yellow-halos,dna,?,absent,absent,absent,abnorm,yes,absent,dk-brown-blk,?,absent,absent,none,absent,diseased,dna,norm,absent,absent,norm,absent,norm,anthracnose
june,lt-normal,gt-norm,norm,yes,same-lst-yr,low-areas,?,fungicide,80-89,norm,abnorm,?,no-w-s-marg,lt-1/8,absent,absent,?,norm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
june,normal,norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,none,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,?,?,absent,abnorm,?,above-sec-nde,dna,?,absent,absent,none,absent,norm,colored,norm,absent,absent,norm,absent,norm,brown-spot
august,normal,norm,gt-norm,no,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,abnorm,abnorm,yellow-halos,no-w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-soil,dna,absent,absent,absent,none,absent,?,absent,abnorm,present,absent,norm,absent,norm,brown-stem-rot
april,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,low-areas,pot-severe,none,lt-80,norm,norm,absent,dna,gt-1/8,absent,absent,absent,norm,yes,absent,brown,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,downy-mildew
october,lt-normal,lt-norm,gt-norm,yes,same-lst-yr,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,absent,abnorm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
june,lt-normal,gt-norm,norm,?,same-lst-sev-yrs,whole-field,pot-severe,fungicide,90-100,abnorm,abnorm,absent,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,absent,dna,?,firm-and-dry,absent,none,absent,norm,dna,abnorm,present,?,norm,absent,?,brown-spot
august,normal,norm,norm,yes,same-lst-two-yrs,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,?,norm,?,absent,dna,absent,absent,absent,none,absent,dna,?,norm,absent,present,norm,absent,?,brown-spot
september,normal,gt-norm,norm,no,diff-lst-year,upper-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,?,norm,yes,absent,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,absent,norm,absent,galls-cysts,frog-eye-leaf-spot
august,lt-normal,gt-norm,norm,no,same-lst-yr,low-areas,pot-severe,other,lt-80,norm,abnorm,no-yellow-halos,?,dna,absent,absent,?,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,absent,norm,present,absent,norm,absent,norm,diaporthe-pod-&-stem-blight
september,normal,norm,norm,no,same-lst-two-yrs,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,?,absent,?,?,abnorm,yes,absent,dna,present,firm-and-dry,absent,?,absent,norm,?,?,absent,absent,norm,absent,norm,frog-eye-leaf-spot
october,normal,gt-norm,lt-norm,?,same-lst-two-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,yellow-halos,w-s-marg,dna,present,?,absent,abnorm,yes,absent,dk-brown-blk,present,absent,absent,brown,absent,norm,absent,norm,absent,absent,norm,absent,norm,brown-spot
july,lt-normal,lt-norm,gt-norm,yes,same-lst-yr,whole-field,severe,?,80-89,abnorm,abnorm,absent,w-s-marg,lt-1/8,absent,absent,?,abnorm,yes,below-soil,tan,present,firm-and-dry,absent,none,absent,norm,absent,norm,present,absent,norm,?,norm,alternarialeaf-spot
july,normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,?,none,80-89,norm,abnorm,no-yellow-halos,?,dna,absent,absent,?,abnorm,yes,absent,dk-brown-blk,?,absent,absent,brown,absent,norm,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,brown-spot
june,?,lt-norm,lt-norm,yes,same-lst-sev-yrs,low-areas,pot-severe,other,80-89,norm,abnorm,absent,dna,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,diseased,dna,abnorm,absent,present,norm,absent,norm,alternarialeaf-spot
september,normal,gt-norm,gt-norm,no,same-lst-yr,scattered,?,fungicide,80-89,norm,norm,absent,w-s-marg,dna,absent,absent,absent,norm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,diseased,absent,norm,?,?,?,absent,norm,charcoal-rot
may,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,?,?,80-89,norm,abnorm,no-yellow-halos,dna,lt-1/8,absent,present,absent,abnorm,yes,above-sec-nde,dna,absent,absent,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,frog-eye-leaf-spot
october,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,80-89,norm,abnorm,absent,w-s-marg,lt-1/8,absent,absent,?,norm,yes,above-soil,dk-brown-blk,absent,absent,absent,none,absent,norm,dna,norm,absent,absent,norm,absent,norm,brown-stem-rot
may,normal,gt-norm,norm,no,same-lst-two-yrs,low-areas,minor,?,?,norm,abnorm,absent,dna,dna,present,absent,absent,abnorm,yes,above-sec-nde,dna,absent,firm-and-dry,absent,none,absent,?,absent,norm,?,absent,norm,absent,norm,downy-mildew
october,normal,gt-norm,gt-norm,yes,same-lst-yr,upper-areas,pot-severe,none,lt-80,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,?,?,?,absent,norm,absent,absent,norm,absent,norm,diaporthe-stem-canker
may,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,dna,absent,absent,upper-surf,?,yes,absent,brown,present,absent,absent,none,absent,norm,absent,norm,absent,absent,lt-norm,?,norm,alternarialeaf-spot
august,?,lt-norm,lt-norm,?,same-lst-two-yrs,low-areas,minor,none,?,norm,abnorm,no-yellow-halos,dna,dna,absent,absent,absent,norm,yes,absent,tan,?,?,absent,black,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
