% randomly generated dataset
@relation cpu
@attribute MYCT REAL
@attribute MMIN REAL
@attribute MMAX REAL
@attribute CACH REAL
@attribute CHMIN REAL
@attribute CHMAX REAL
@attribute class REAL
@data
50,2000,8000,32,1,16,24
50,512,12000,128,1,6,37
105,512,1000,0,1,10,117
140,2000,8000,128,1,32,603
300,256,16000,6,3,20,43
23,1000,8000,24,1,20,64
600,512,16000,0,8,32,41
700,1000,16000,96,0,24,23
116,1310,16000,0,8,14,47
200,1000,16000,32,5,4,34
300,64,8000,32,4,4,45
105,2000,4000,32,1,?,74
140,256,5000,0,1,32,113
56,512,768,32,2,4,175
50,4000,16000,30,2,16,82
250,2000,512,0,3,24,88
143,4000,12000,32,0,5,19
143,2000,4000,0,5,24,142
125,5240,1000,8,1,12,290
50,8000,8000,0,3,0,29
250,1000,16000,32,3,5,290
40,1000,8000,8,1,2,24
115,512,8000,64,24,10,30
50,1000,12000,64,1,13,45
112,2000,16000,8,3,6,120
480,8000,16000,48,1,8,267
240,256,3000,32,1,6,26
900,768,16000,8,0,6,22
220,16000,32000,8,16,5,41
50,2000,5000,30,1,16,253
140,768,4000,0,5,6,24
100,1310,16000,64,1,16,15
26,256,4000,0,6,24,67
320,512,8000,24,1,1,157
140,4000,2000,32,1,24,28
110,1000,16000,8,3,12,95
25,2000,8000,0,1,?,47
?,8000,1000,8,26,6,19
124,768,12000,8,6,4,20
700,8000,512,0,5,6,18
100,512,4000,2,12,32,182
50,1310,64000,64,5,12,151
50,768,8000,0,1,6,113
800,2000,4000,16,6,24,22
50,3100,32000,64,0,128,80
70,768,32000,32,4,16,107
800,512,16000,142,8,0,53
320,4000,2000,8,8,0,253
900,768,16000,64,1,6,24
115,1500,4000,0,8,0,23
50,4000,8000,128,1,48,53
320,16000,16000,256,2,24,30
40,256,8000,0,1,5,46
50,2000,8000,128,1,8,99
143,2000,8000,32,8,24,350
50,2000,4000,16,5,24,21
330,4000,8000,0,1,20,41
200,512,4000,32,4,176,360
203,2000,4000,0,3,0,67
600,1000,8000,0,1,13,53
90,1000,2620,32,1,28,19
140,16000,6000,0,24,8,15
25,8000,16000,32,6,19,56
225,2000,6000,32,1,1,30
50,512,32000,12,3,3,54
17,8000,4000,0,52,16,24
200,1000,8000,128,3,3,199
300,512,8000,?,8,4,382
75,2000,16000,32,3,2,34
133,1000,1000,32,16,8,1238
1500,2000,4000,32,3,14,20
38,512,16000,32,1,12,341
50,8000,4000,32,16,6,361
56,96,2000,0,1,19,57
25,8000,8000,?,6,20,28
50,2000,4000,0,6,24,22
900,2000,6300,128,8,2,116
25,1000,4000,8,3,32,151
125,2000,?,30,1,2,75
320,768,32000,0,8,3,45
50,768,16000,64,1,5,41
143,2000,8000,32,4,6,182
?,4000,2000,16,6,7,138
50,2000,4000,24,2,24,26
50,512,12000,0,4,16,82
810,4000,4000,0,8,6,25
140,1000,6200,8,3,128,22
400,?,5000,16,1,6,28
150,256,16000,24,1,24,?
160,4000,4000,8,1,5,82
320,2000,16000,16,12,10,29
72,?,8000,0,12,5,44
143,2000,20970,64,4,32,23
700,1500,8000,0,1,6,102
200,1000,?,64,1,3,18
110,4000,4000,64,1,24,24
240,2000,8000,64,1,38,50
124,768,24000,8,2,16,88
160,512,32000,0,1,6,54
29,1000,8000,0,1,4,181
?,32000,4000,16,1,10,29
110,256,64000,8,1,2,41
72,1000,16000,32,1,6,19
26,2000,8000,64,1,6,?
143,2000,32000,30,1,0,28
?,1000,8000,0,1,32,149
225,1000,16000,8,3,0,978
140,2000,12000,0,1,16,29
100,1000,2000,0,1,8,42
350,512,8000,0,6,64,82
75,1000,6200,4,?,1,17
330,768,6200,16,6,8,54
60,1000,4000,256,2,8,40
30,96,8000,0,52,1,37
143,768,4000,160,8,6,25
250,2000,8000,32,1,3,47
1100,2000,8000,16,1,5,34
100,4000,16000,6,1,32,270
240,2000,12000,0,1,64,26
140,2000,64000,24,1,2,117
700,1000,16000,8,1,32,23
143,256,24000,0,1,3,138
200,8000,4000,32,1,32,28
40,2000,16000,64,1,8,919
50,4000,8000,8,3,8,102
50,4000,?,32,3,2,62
330,4000,8000,16,1,1,24
56,?,4000,64,4,3,266
1500,2000,32000,64,52,8,54
140,1000,8000,48,8,8,54
72,512,4000,0,2,?,102
800,512,64000,32,12,32,44
50,256,2620,128,1,38,20
800,1000,1000,8,5,6,21
900,1000,6000,0,16,8,47
180,2000,32000,0,?,2,136
480,512,8000,0,6,16,25
64,512,8000,2,1,5,47
92,2000,5000,24,1,6,21
26,1000,32000,16,1,1,19
26,768,16000,32,8,32,290
38,500,16000,0,1,2,41
25,4000,3000,24,1,16,29
110,?,4000,8,3,6,181
180,4000,32000,0,5,1,28
133,384,4000,131,6,24,?
?,4000,32000,4,1,24,20
180,2000,4000,0,8,8,603
480,4000,12000,112,8,24,128
320,3000,8000,8,24,16,25
30,2000,8000,0,5,32,15
300,2000,8000,32,6,6,46
40,1000,8000,4,1,32,50
800,768,16000,65,12,1,42
?,8000,32000,32,1,8,138
25,512,4000,142,3,8,1238
50,2000,2000,8,6,1,82
112,256,4000,64,1,176,34
810,2000,512,8,1,?,341
350,4000,4000,8,16,5,53
180,262,3000,0,3,14,381
100,16000,32000,0,1,16,281
180,256,1000,0,3,1,35
300,8000,1500,32,7,64,80
57,2000,32000,?,5,5,24
30,5240,8000,8,3,52,281
133,2000,2000,32,6,28,46
60,4000,3500,0,4,10,21
26,2000,32000,1,1,5,341
57,1310,4000,8,12,14,24
116,1500,12000,?,1,8,381
400,4000,24000,24,6,2,120
175,512,16000,0,3,?,267
25,256,16000,0,8,6,382
180,2000,5000,32,8,16,21
200,1000,4000,32,3,32,54
23,512,4000,0,7,64,20
800,8000,512,0,4,176,44
180,1000,12000,32,1,32,41
29,4000,8000,0,1,24,74
25,2000,16000,0,8,4,253
200,1000,8000,0,1,5,18
180,2000,4000,64,2,3,?
75,16000,16000,8,4,24,24
900,3000,4000,0,1,6,26
160,768,16000,0,12,6,119
50,512,8000,128,8,24,37
50,512,32000,32,1,64,41
50,2000,8000,64,4,14,138
75,2000,5000,0,8,8,82
800,1000,32000,0,6,1,40
800,4000,?,64,1,8,31
60,512,8000,64,32,128,220
330,2000,16000,0,16,6,21
180,1310,32000,0,2,24,281
56,1000,12000,160,1,8,124
1500,256,4000,0,5,16,266
110,4000,8000,32,8,3,35
203,512,8000,0,0,6,341
480,2620,2000,8,16,3,227
50,3100,16000,0,0,1,35
185,3100,4000,0,1,15,53
800,2000,8000,48,1,16,157
160,512,16000,4,6,6,275
200,1000,20970,64,12,16,27
133,1310,3000,9,4,26,45
50,1000,6000,24,1,1,44
330,2000,8000,0,0,5,23
50,4000,16000,4,3,16,30
200,1000,1000,16,3,6,119
75,1000,32000,8,3,16,18
50,16000,6000,0,0,54,43
?,8000,32000,0,1,38,35
50,2000,16000,16,16,2,361
133,2000,4000,64,1,8,70
40,1000,16000,0,8,24,128
75,512,4000,8,3,6,56
167,4000,16000,0,3,6,20
800,1000,16000,0,1,16,275
38,2000,32000,8,1,6,30
23,8000,4000,30,8,32,136
110,8000,16000,32,5,1,76
38,?,8000,4,12,13,29
330,512,5000,4,3,12,275
105,3000,8000,0,52,3,20
30,512,32000,0,1,3,21
1500,512,2000,2,6,13,361
98,2000,2000,0,8,3,80
175,1000,3000,8,1,24,44
300,5240,8000,48,1,176,20
50,1000,4000,32,3,3,138
105,1000,3000,8,8,6,21
29,1310,16000,0,1,5,37
105,2000,16000,32,1,6,82
320,2000,16000,16,32,8,120
17,2000,1000,32,1,3,19
105,256,8000,24,1,16,183
105,8000,4000,16,12,2,34
900,1000,2000,64,1,5,270
40,4000,32000,16,26,16,81
17,2000,8000,16,1,6,25
50,4000,32000,16,1,12,21
92,2000,5000,131,0,6,19
900,1000,8000,65,1,24,34
29,2000,8000,8,1,6,107
75,1000,6200,64,8,8,20
330,512,32000,16,12,5,23
59,1000,4000,6,8,6,41
72,256,4000,0,12,32,21
75,4000,10480,0,3,6,47
?,4000,1000,64,3,16,82
300,512,8000,30,7,19,190
60,2000,16000,4,1,32,23
480,8000,8000,6,1,6,22
30,512,8000,4,3,12,28
800,2000,32000,32,1,6,41
23,2000,8000,?,8,24,34
50,1000,4000,30,1,6,24
480,4000,16000,8,3,20,24
480,4000,4000,16,1,32,29
50,1000,16000,24,1,6,426
38,2000,16000,131,1,6,37
220,16000,12000,0,1,26,28
140,512,32000,8,8,32,24
50,3100,2620,0,4,24,19
320,768,4000,64,4,8,18
200,1000,4000,8,1,10,28
50,2000,3000,32,1,54,34
56,1000,24000,128,1,3,101
26,16000,8000,0,12,8,101
800,2000,1500,0,5,3,99
50,2000,16000,4,12,0,53
112,256,32000,0,12,8,53
57,4000,4000,8,1,6,28
133,1000,6000,0,4,8,25
160,5000,6000,65,1,52,74
50,256,2000,2,12,4,24
75,1000,32000,0,1,4,74
64,8000,16000,9,1,?,78
50,1000,4000,2,1,32,54
50,2000,8000,64,12,5,54
800,5240,8000,0,24,20,18
30,256,2000,0,8,8,47
50,96,1000,0,3,64,31
185,262,2000,256,1,20,28
200,256,8000,0,1,8,39
180,2000,2000,?,5,3,30
225,1000,16000,0,3,5,19
29,256,8000,8,1,24,21
167,1000,4000,24,1,38,227
23,8000,20970,0,12,12,23
38,2000,6000,64,1,2,20
105,2620,5000,30,1,28,44
140,768,2000,64,1,16,157
30,1000,16000,6,7,3,78
105,8000,8000,32,16,32,65
30,4000,4000,0,1,6,28
160,512,24000,48,6,6,46
56,768,32000,30,1,14,30
?,1000,4000,16,1,24,46
160,4000,4000,8,1,3,182
23,2000,8000,0,1,5,34
72,1000,16000,0,6,3,183
250,8000,16000,24,1,54,182
60,16000,2000,0,1,24,25
480,2000,6300,0,12,8,41
29,3000,4000,0,4,6,25
125,16000,24000,0,1,32,80
98,500,2000,32,12,32,24
160,2000,2000,8,1,24,15
180,8000,2620,0,1,6,31
300,2000,?,8,3,2,919
330,2000,1000,16,6,16,120
250,1000,16000,64,8,5,45
175,16000,12000,8,1,16,76
50,4000,12000,8,16,4,20
110,512,4000,16,12,2,22
140,8000,8000,24,12,4,15
23,1000,5000,32,1,24,34
125,512,4000,0,4,64,253
180,128,32000,8,1,0,28
92,2000,4000,8,6,2,30
125,1000,8000,0,1,2,70
50,4000,8000,24,1,24,64
50,2620,2000,32,1,6,41
124,4000,16000,8,3,176,113
350,2000,8000,8,1,24,31
38,8000,64,6,2,24,57
92,2000,32000,65,1,1,54
1100,1000,4500,128,1,24,28
600,2000,16000,256,1,104,45
250,2000,64,32,1,6,64
38,2000,32000,0,12,8,65
105,4000,24000,0,6,14,182
105,256,6000,8,1,16,24
110,1000,10480,30,1,0,171
98,8000,4000,30,0,16,27
50,4000,2000,0,6,1,107
1100,2000,16000,32,1,3,603
50,2000,12000,64,0,8,72
23,256,4000,64,1,32,53
70,4000,6000,8,1,5,35
105,16000,16000,256,1,38,149
143,2000,16000,8,?,19,281
115,4000,32000,32,8,6,54
140,1000,2000,128,1,4,53
160,512,4000,0,1,8,45
23,256,64000,8,16,8,42
800,2000,16000,64,2,2,157
180,3100,16000,24,16,32,64
26,512,10480,6,1,8,25
800,262,20970,0,1,?,19
60,4000,3000,8,1,2,73
125,768,4000,0,1,24,978
185,256,5000,0,6,5,74
300,2000,10480,6,1,4,74
200,8000,6200,32,1,24,48
125,8000,8000,0,3,2,48
25,1000,16000,0,6,2,919
600,2000,16000,4,16,64,22
23,256,8000,0,1,6,381
30,256,24000,32,1,24,18
56,3100,8000,8,1,1,30
56,2000,6200,65,1,20,34
140,1000,12000,64,16,1,20
40,8000,8000,0,1,6,426
?,768,4000,64,1,5,34
26,256,4000,0,1,24,128
225,2000,1000,8,2,8,86
72,1000,4000,8,1,4,36
330,1000,1000,8,24,8,220
300,8000,2620,64,1,1,23
124,2000,64000,16,1,5,81
56,4000,16000,6,1,8,74
50,2000,64000,16,6,24,29
29,512,16000,8,1,24,?
160,2000,2000,0,12,4,603
100,8000,4000,8,8,6,53
400,2000,12000,0,3,52,59
50,512,16000,64,1,5,28
600,2000,4000,8,52,128,32
75,768,6000,142,1,4,19
180,8000,6200,?,6,38,28
105,192,32000,32,8,12,39
225,512,8000,0,1,4,78
140,8000,2000,64,2,12,43
125,4000,10480,8,3,26,132
900,512,768,0,1,16,82
900,1000,32000,0,?,16,31
38,512,?,9,16,0,35
50,2000,8000,32,1,8,19
100,4000,2000,4,1,104,142
50,256,16000,0,8,16,76
300,768,4000,0,3,14,86
70,1000,3000,8,1,2,136
240,500,?,32,3,24,46
57,512,768,4,1,6,25
23,2000,32000,128,52,7,181
320,768,6000,0,16,12,21
29,2000,2000,2,1,24,46
180,4000,16000,8,?,12,24
320,768,6000,1,1,12,102
60,768,8000,32,2,6,82
?,8000,512,0,1,24,56
100,768,4000,0,1,1,80
180,256,24000,64,16,16,64
250,1000,8000,0,3,2,360
250,16000,6200,30,0,6,82
250,1000,6000,0,1,32,27
800,2000,2000,24,3,8,44
480,2000,32000,4,16,2,44
105,2000,512,0,6,4,26
800,4000,16000,0,1,64,124
1100,4000,8000,30,1,6,28
50,8000,4000,24,12,16,29
29,?,2620,128,1,24,95
75,4000,8000,16,2,12,350
1500,4000,12000,32,12,6,74
350,4000,8000,0,1,7,25
50,8000,8000,0,32,4,28
25,1000,8000,8,12,6,116
800,256,24000,0,3,12,15
180,1000,2000,128,5,1,157
50,1000,32000,30,26,8,30
300,4000,16000,16,1,3,21
143,2000,16000,0,1,6,?
50,1000,16000,32,1,0,128
38,1000,4000,16,4,6,20
160,2000,4000,8,1,3,45
60,1000,8000,8,1,128,27
50,2000,4000,8,3,2,18
50,2000,8000,16,8,52,113
320,2000,5000,4,?,32,183
115,?,1000,8,1,24,17
92,1000,3000,65,6,32,28
300,4000,16000,32,8,24,26
25,1000,4000,2,12,4,117
50,8000,2000,24,24,6,41
26,1000,12000,0,3,28,113
330,1000,4000,0,1,48,19
160,4000,8000,?,3,20,749
30,4000,20970,48,0,24,47
300,4000,2000,0,1,64,25
60,2000,8000,0,16,12,27
700,2000,?,64,1,6,175
56,4000,16000,64,1,5,74
200,768,6000,8,3,14,74
?,262,2000,64,1,5,30
105,2300,16000,0,24,1,19
185,512,6200,0,3,2,20
143,1000,6200,?,7,6,43
40,256,16000,32,6,24,24
180,16000,16000,8,1,6,28
1500,256,2000,64,16,8,46
143,1000,8000,0,3,8,57
30,8000,16000,30,1,8,41
480,256,4000,64,8,104,181
23,512,64000,128,1,6,24
124,2000,32000,8,12,5,22
125,512,2000,0,16,?,151
600,2000,16000,0,1,12,21
300,4000,4000,24,1,10,29
50,256,16000,24,3,12,101
105,1000,4000,0,8,0,142
59,2000,16000,24,2,8,116
25,2000,24000,8,32,8,64
143,256,64,32,3,6,19
72,2000,4000,131,0,2,113
320,4000,16000,6,?,6,29
75,8000,16000,0,8,32,28
600,2000,3500,16,16,5,31
38,256,6000,0,12,2,33
25,3100,4000,64,1,6,126
23,384,1000,0,1,24,99
38,1000,1000,16,8,24,42
50,2300,16000,16,1,6,73
140,2000,4000,8,8,8,181
105,256,512,0,3,2,919
800,16000,64,4,1,?,34
26,512,3000,128,3,6,?
38,64,5000,0,1,0,25
38,256,16000,8,3,3,28
29,256,4000,8,3,5,919
320,2000,6200,64,1,0,25
57,262,24000,64,6,6,34
350,16000,8000,4,3,24,46
140,256,2000,0,1,6,142
140,4000,8000,64,12,26,181
92,16000,4000,32,8,2,23
150,1000,16000,32,1,24,361
180,2000,3000,6,1,6,75
143,1310,6000,0,1,128,44
124,256,4000,0,2,6,62
57,1000,1000,24,1,6,29
140,8000,16000,64,1,8,19
23,256,768,8,2,32,41
110,4000,4000,256,12,4,227
143,512,2000,6,4,5,57
143,1000,1000,32,1,1,24
92,256,16000,32,16,4,361
38,4000,16000,24,1,?,30
25,2000,8000,0,4,6,20
180,2000,8000,0,1,38,30
52,3100,12000,16,1,54,149
180,2000,8000,8,1,0,29
143,256,4000,0,1,24,86
100,?,512,32,12,24,267
200,768,5000,0,1,5,32
110,1000,1500,48,6,20,42
330,2000,512,0,1,2,22
56,4000,8000,0,16,6,253
140,2000,4000,4,2,31,48
?,8000,64000,30,1,6,19
185,?,32000,0,1,38,382
200,2000,16000,0,3,1,978
320,1000,4000,8,1,1,132
110,1310,16000,0,1,3,199
125,2000,8000,8,1,2,253
50,16000,2000,32,1,2,50
125,512,16000,0,6,32,18
98,2000,8000,0,1,32,43
25,4000,6000,64,1,5,361
26,256,8000,32,6,12,43
26,4000,8000,32,12,12,74
240,512,8000,0,3,176,57
100,1000,4000,24,12,8,44
105,256,5000,2,1,1,35
72,1000,6000,0,8,2,381
320,8000,12000,128,1,24,41
75,256,8000,32,3,6,27
225,2000,16000,0,12,6,41
200,256,32000,0,1,14,54
140,2000,4000,16,5,3,65
50,500,6000,?,1,24,20
330,2000,4000,0,1,24,175
17,2000,4000,128,3,6,47
105,2000,16000,1,3,32,41
143,2000,8000,64,3,32,175
480,?,4000,32,12,31,227
29,1000,24000,6,5,6,20
800,2000,2000,16,1,32,31
115,768,6000,16,1,1,136
29,3100,16000,32,1,5,19
225,1000,3000,64,4,0,267
23,512,2000,64,1,4,57
50,1000,2000,?,5,16,25
50,2000,1000,0,12,176,74
200,256,8000,64,1,15,19
300,1000,32000,32,1,24,67
50,512,4000,4,6,10,270
23,2000,?,32,1,32,37
200,16000,8000,0,1,16,28
140,2000,6200,64,1,28,32
480,256,4000,2,1,5,38
26,512,6200,64,16,24,30
133,1000,16000,0,6,32,381
50,8000,8000,131,12,14,36
200,8000,1500,?,5,24,919
115,8000,6000,0,1,12,81
167,2000,8000,64,1,2,33
330,1000,512,8,16,12,24
480,2000,8000,0,1,32,136
98,?,8000,64,12,3,267
56,2000,8000,112,1,14,19
800,2000,4000,32,16,16,21
100,192,4000,8,1,8,120
900,2000,2000,9,8,13,27
56,4000,64000,48,8,6,20
1500,512,32000,0,1,32,29
70,4000,4000,32,1,54,54
38,1000,2620,0,4,5,46
56,768,8000,4,6,5,28
300,4000,2000,8,16,6,24
30,4000,4000,0,16,16,142
23,2000,8000,0,12,16,18
50,1000,8000,0,1,2,157
900,2000,8000,24,8,14,149
70,2000,4000,0,4,12,24
75,2000,2000,9,16,64,138
125,768,3000,24,3,12,22
59,262,8000,32,1,2,124
143,2000,8000,8,0,128,34
320,512,3000,8,1,6,102
75,2000,8000,0,1,3,117
30,4000,4000,32,8,3,28
29,524,8000,16,12,32,33
26,8000,12000,8,3,14,24
125,262,1000,?,3,6,81
50,2000,4000,32,1,4,25
110,2000,4000,24,1,38,253
50,4000,4000,32,1,2,190
350,4000,1000,0,3,24,28
167,768,2000,2,1,8,183
29,1000,3500,0,?,6,52
23,512,32000,?,0,2,23
480,500,2000,128,2,1,603
1500,2000,12000,8,1,32,21
50,2000,3000,16,1,12,41
143,1000,32000,8,3,24,47
56,2000,2000,4,1,8,34
320,2000,16000,64,12,52,24
115,768,24000,131,6,28,34
1500,3100,8000,64,?,4,39
225,2000,20970,64,8,7,41
115,8000,2000,0,5,8,183
900,256,16000,0,6,6,30
56,4000,4000,4,1,3,270
50,512,2000,32,2,6,382
480,5240,6200,0,1,24,35
180,8000,32000,8,1,12,50
225,2000,8000,0,1,24,30
300,4000,4000,8,1,54,53
59,256,8000,0,12,24,36
700,3000,3000,0,3,4,28
75,256,6000,16,8,1,266
105,16000,2000,0,3,2,40
26,768,6000,0,1,10,381
143,2000,2000,9,1,5,25
50,2000,8000,0,4,8,73
110,768,16000,64,6,6,25
300,768,2000,16,1,1,?
50,96,2000,6,8,32,19
400,2620,8000,0,1,24,181
480,384,12000,64,1,32,30
50,2000,16000,4,5,6,978
50,4000,8000,0,1,12,220
40,1000,32000,128,16,6,45
225,2000,32000,0,1,14,34
26,2000,4000,8,6,2,17
92,2000,32000,128,8,6,20
50,4000,32000,16,1,104,41
105,512,4000,64,52,6,151
60,512,32000,142,3,20,20
30,768,4000,8,1,6,25
1500,262,?,32,12,1,46
57,262,8000,16,3,32,25
92,4000,8000,24,1,6,20
29,2000,4000,8,8,8,53
38,8000,4000,0,1,32,181
160,4000,16000,128,3,2,26
25,3000,4500,8,1,2,?
900,2000,16000,24,1,24,37
300,512,4000,0,2,4,88
?,2000,2000,16,8,16,30
185,1310,?,6,1,14,42
140,4000,32000,8,52,32,270
900,64,4000,0,2,6,73
143,4000,2000,12,1,6,37
56,8000,3000,16,?,54,67
50,1000,20970,?,1,4,18
29,256,2000,32,5,4,290
75,1000,32000,4,3,5,20
900,512,16000,32,8,8,67
480,192,8000,0,6,38,78
110,4000,6000,8,3,32,62
35,768,5000,0,12,176,50
300,2620,2000,32,16,3,1238
75,768,16000,4,6,8,50
56,?,32000,0,1,3,64
180,256,4000,16,3,8,919
90,4000,2000,0,1,32,18
220,512,12000,32,6,8,62
480,1000,1000,0,8,24,25
?,2000,4000,8,16,38,39
900,1000,4000,8,52,1,47
50,8000,5000,0,3,32,20
140,768,16000,65,8,6,21
100,1000,4000,0,32,8,151
300,16000,8000,128,12,38,24
50,2000,24000,64,3,16,82
350,512,4000,32,1,0,26
50,2000,12000,8,3,1,73
180,8000,32000,64,32,14,190
29,16000,8000,0,3,6,33
133,512,2620,64,1,24,18
105,8000,32000,4,12,6,117
38,1310,6000,16,0,16,88
38,1310,4000,4,2,10,107
1500,2620,8000,128,1,8,34
17,1000,16000,4,1,8,181
185,1000,8000,0,6,24,126
900,1000,8000,8,1,24,182
75,2000,1000,24,6,24,102
38,262,2000,64,6,?,266
350,?,4000,0,1,2,64
160,1000,16000,64,3,6,15
250,768,16000,8,1,24,31
50,4000,6200,8,3,1,40
26,2000,16000,0,1,28,25
75,16000,8000,32,8,31,65
320,2000,16000,6,1,6,117
92,2000,8000,16,8,16,28
56,384,24000,32,5,24,29
40,256,3500,0,1,8,75
200,2000,8000,0,3,8,30
50,4000,10480,0,1,8,47
29,192,16000,8,3,4,24
50,4000,2000,16,1,?,27
800,2000,8000,4,3,24,54
143,1000,768,0,1,8,74
17,4000,1000,8,4,6,102
64,8000,8000,0,5,5,18
320,2000,2000,64,1,8,53
100,4000,8000,30,1,6,181
26,500,8000,128,1,104,?
320,?,4000,0,0,8,175
160,2000,8000,30,1,2,44
180,8000,32000,8,1,6,19
50,2000,24000,64,12,0,749
800,512,32000,0,52,1,22
330,2000,16000,0,5,12,17
100,2000,1500,0,0,16,21
124,1000,16000,0,3,3,30
124,4000,32000,32,1,64,281
50,?,8000,142,1,24,54
50,2000,2620,0,8,14,37
225,768,4000,32,1,4,227
200,2000,4000,8,12,24,101
23,512,3000,0,1,20,99
133,256,4000,0,1,0,50
75,768,16000,0,6,5,266
92,1000,4000,112,3,8,41
100,512,16000,0,5,6,25
200,2620,32000,0,5,24,41
225,256,32000,4,?,5,53
105,768,2000,0,1,0,426
30,1000,8000,32,1,24,95
56,2000,32000,0,12,8,181
143,2000,16000,32,1,6,190
75,256,8000,0,2,6,29
140,1000,16000,0,1,6,18
23,8000,2000,8,1,1,38
115,2000,32000,8,1,1,426
125,2000,32000,0,1,16,20
26,1000,8000,4,3,176,42
56,?,3000,8,8,176,41
140,1000,4000,8,1,5,65
48,1000,5000,128,3,64,113
480,?,12000,0,1,5,88
56,1000,24000,6,3,2,124
64,4000,1000,0,1,12,80
900,2000,4000,64,12,176,29
100,2000,3000,8,2,32,37
26,2000,8000,?,16,31,34
200,2000,32000,24,5,3,270
105,4000,16000,16,1,2,95
225,1000,8000,2,5,24,21
900,1000,12000,8,5,1,74
29,96,64000,4,16,32,47
50,2000,4000,0,1,6,29
330,1000,4000,0,1,20,20
112,2000,8000,0,6,24,26
300,2000,16000,0,0,8,32
200,2000,16000,16,3,16,749
225,1000,16000,0,6,6,30
56,256,32000,8,2,54,86
350,256,6300,6,1,10,23
75,256,1000,8,8,48,28
200,512,32000,65,12,24,117
26,512,16000,0,12,14,17
26,16000,6300,0,6,4,749
56,2000,4000,8,1,14,270
30,8000,8000,6,1,12,101
60,2000,12000,64,1,1,88
?,4000,3500,32,6,3,95
70,1000,16000,30,16,2,117
38,256,2000,16,1,7,350
143,8000,8000,65,1,5,29
800,4000,2000,16,1,5,46
50,1000,4000,0,12,5,34
115,1000,16000,0,1,2,40
300,?,5000,32,6,104,33
320,512,32000,0,8,8,76
250,512,8000,0,1,32,47
?,1000,1000,0,8,12,29
480,256,4000,0,8,20,74
160,8000,2000,0,1,2,151
115,1000,16000,0,0,6,175
115,1000,2000,64,3,16,381
57,1000,8000,9,1,6,18
300,768,1000,30,1,8,25
50,4000,10480,8,3,54,182
800,2000,16000,32,6,4,23
30,1000,24000,0,1,32,28
48,2000,3000,8,3,24,53
140,2000,16000,8,0,14,175
38,4000,2000,16,1,28,32
52,1000,8000,65,1,4,18
300,96,8000,4,1,14,117
140,4000,16000,0,1,24,33
56,3000,64,0,4,24,24
225,16000,16000,8,1,128,80
400,16000,32000,2,6,10,86
84,4000,32000,64,3,32,253
26,8000,16000,4,4,54,24
38,512,12000,6,1,24,27
400,512,16000,65,4,5,157
26,1310,64000,16,0,16,50
26,16000,16000,8,6,5,20
810,4000,64,24,1,6,41
160,512,2000,6,1,3,82
56,512,2000,8,1,14,31
110,4000,8000,64,3,15,117
50,2620,2000,24,3,54,22
26,256,64000,64,8,8,30
300,2000,8000,8,5,1,82
38,3100,32000,8,1,4,25
60,2000,32000,9,5,128,31
300,1000,8000,0,1,12,41
29,256,12000,0,2,2,29
180,2000,16000,8,1,8,142
50,2000,4000,0,1,24,67
900,2000,6200,0,6,4,20
300,1000,16000,30,12,7,182
56,768,8000,128,1,128,24
50,2000,5000,0,5,6,26
75,2000,6000,64,1,8,67
200,16000,1000,8,3,8,124
140,1000,8000,128,3,1,266
250,2000,4000,24,6,6,21
225,2000,20970,64,3,32,47
900,1000,5000,112,8,8,45
110,2000,4000,4,3,8,381
38,2000,8000,8,8,3,81
225,512,3000,64,8,24,350
300,2000,4000,4,1,6,99
23,1000,8000,8,6,5,120
84,8000,4000,0,1,10,102
30,2000,8000,8,16,6,82
56,96,4000,64,3,?,382
250,32000,32000,8,3,1,281
50,3000,32000,0,1,1,23
29,512,4000,0,2,4,31
240,512,16000,96,1,3,34
?,1000,8000,32,6,0,138
800,4000,32000,0,8,6,23
167,8000,32000,64,1,7,113
100,2000,8000,0,8,4,48
320,8000,32000,0,3,52,24
400,2000,6000,16,3,6,426
57,4000,32000,32,24,26,53
115,2300,2000,64,16,16,34
56,512,16000,6,8,8,28
400,8000,8000,64,2,16,34
110,4000,16000,0,1,12,29
75,2000,16000,24,3,6,1238
167,2000,8000,8,16,12,28
330,768,8000,64,1,2,28
26,96,1000,8,6,6,157
60,256,32000,4,1,38,24
200,1000,16000,1,1,1,74
38,2000,24000,128,1,6,19
800,2000,4000,0,16,38,117
300,1000,3000,0,1,64,382
124,512,12000,4,1,32,47
133,32000,?,256,52,0,266
800,2000,1000,64,2,2,136
1100,8000,4000,8,0,6,41
125,262,32000,0,1,24,20
38,16000,8000,16,16,4,48
50,256,8000,0,12,1,41
350,4000,20970,0,1,6,23
200,512,2000,32,1,5,18
75,64,8000,0,1,52,23
116,2000,8000,0,6,8,26
320,2000,32000,0,1,0,171
150,1000,16000,30,1,24,30
50,512,2000,24,1,16,29
38,8000,12000,0,0,8,74
150,4000,3000,0,3,54,175
250,3100,4000,9,12,10,21
100,512,4000,8,1,15,53
29,2000,32000,32,1,6,24
300,16000,2000,16,8,24,72
50,192,8000,32,6,24,18
250,8000,8000,32,24,6,253
57,8000,2620,4,1,4,19
92,1310,5000,8,1,3,26
50,2000,12000,64,3,16,919
38,512,4000,8,1,16,52
203,8000,24000,0,8,10,28
330,1000,6000,32,1,2,82
59,8000,5000,8,3,1,381
320,2000,8000,0,6,20,?
38,2000,64000,0,1,64,19
